1.0,1.0,1.0,715,projection,3
1.0,1.0,2.0,715,projection,1
1.0,1.0,3.0,715,projection,3
1.0,1.0,4.0,715,projection,3
1.0,1.0,5.0,715,projection,1
1.0,1.0,6.0,715,projection,1
1.0,1.0,7.0,715,projection,1
1.0,1.0,8.0,715,projection,1
1.0,1.0,9.0,715,projection,1
1.0,1.0,10.0,715,projection,1
1.0,1.0,11.0,715,projection,2
1.0,2.0,1.0,715,projection,4
1.0,2.0,2.0,715,projection,1
1.0,2.0,3.0,715,projection,4
1.0,2.0,4.0,715,projection,4
1.0,2.0,5.0,715,projection,4
1.0,2.0,6.0,715,projection,4
1.0,2.0,7.0,715,projection,4
1.0,2.0,8.0,715,projection,1
1.0,2.0,9.0,715,projection,1
1.0,2.0,10.0,715,projection,1
1.0,2.0,11.0,715,projection,3
1.0,3.0,1.0,715,projection,4
1.0,3.0,2.0,715,projection,1
1.0,3.0,3.0,715,projection,4
1.0,3.0,4.0,715,projection,4
1.0,3.0,5.0,715,projection,4
1.0,3.0,6.0,715,projection,4
1.0,3.0,7.0,715,projection,1
1.0,3.0,8.0,715,projection,1
1.0,3.0,9.0,715,projection,1
1.0,3.0,10.0,715,projection,2
1.0,3.0,11.0,715,projection,3
1.0,4.0,1.0,715,projection,1
1.0,4.0,2.0,715,projection,1
1.0,4.0,3.0,715,projection,1
1.0,4.0,4.0,715,projection,1
1.0,4.0,5.0,715,projection,1
1.0,4.0,6.0,715,projection,1
1.0,4.0,7.0,715,projection,1
1.0,4.0,8.0,715,projection,1
1.0,4.0,9.0,715,projection,1
1.0,4.0,10.0,715,projection,1
1.0,4.0,11.0,715,projection,1
1.0,5.0,1.0,715,projection,1
1.0,5.0,2.0,715,projection,1
1.0,5.0,3.0,715,projection,1
1.0,5.0,4.0,715,projection,1
1.0,5.0,5.0,715,projection,1
1.0,5.0,6.0,715,projection,1
1.0,5.0,7.0,715,projection,1
1.0,5.0,8.0,715,projection,1
1.0,5.0,9.0,715,projection,1
1.0,5.0,10.0,715,projection,1
1.0,5.0,11.0,715,projection,1
2.0,1.0,1.0,715,projection,5
2.0,1.0,2.0,715,projection,1
2.0,1.0,3.0,715,projection,5
2.0,1.0,4.0,715,projection,5
2.0,1.0,5.0,715,projection,1
2.0,1.0,6.0,715,projection,1
2.0,1.0,7.0,715,projection,5
2.0,1.0,8.0,715,projection,1
2.0,1.0,9.0,715,projection,4
2.0,1.0,10.0,715,projection,4
2.0,1.0,11.0,715,projection,4
2.0,2.0,1.0,715,projection,12
2.0,2.0,2.0,715,projection,1
2.0,2.0,3.0,715,projection,11
2.0,2.0,4.0,715,projection,11
2.0,2.0,5.0,715,projection,11
2.0,2.0,6.0,715,projection,11
2.0,2.0,7.0,715,projection,11
2.0,2.0,8.0,715,projection,2
2.0,2.0,9.0,715,projection,6
2.0,2.0,10.0,715,projection,6
2.0,2.0,11.0,715,projection,11
2.0,3.0,1.0,715,projection,5
2.0,3.0,2.0,715,projection,1
2.0,3.0,3.0,715,projection,5
2.0,3.0,4.0,715,projection,5
2.0,3.0,5.0,715,projection,5
2.0,3.0,6.0,715,projection,2
2.0,3.0,7.0,715,projection,7
2.0,3.0,8.0,715,projection,2
2.0,3.0,9.0,715,projection,1
2.0,3.0,10.0,715,projection,6
2.0,3.0,11.0,715,projection,4
2.0,4.0,1.0,715,projection,12
2.0,4.0,2.0,715,projection,1
2.0,4.0,3.0,715,projection,11
2.0,4.0,4.0,715,projection,11
2.0,4.0,5.0,715,projection,11
2.0,4.0,6.0,715,projection,11
2.0,4.0,7.0,715,projection,11
2.0,4.0,8.0,715,projection,11
2.0,4.0,9.0,715,projection,11
2.0,4.0,10.0,715,projection,11
2.0,4.0,11.0,715,projection,11
2.0,5.0,1.0,715,projection,12
2.0,5.0,2.0,715,projection,1
2.0,5.0,3.0,715,projection,11
2.0,5.0,4.0,715,projection,11
2.0,5.0,5.0,715,projection,11
2.0,5.0,6.0,715,projection,11
2.0,5.0,7.0,715,projection,11
2.0,5.0,8.0,715,projection,11
2.0,5.0,9.0,715,projection,11
2.0,5.0,10.0,715,projection,6
2.0,5.0,11.0,715,projection,11
3.0,1.0,1.0,715,projection,5
3.0,1.0,2.0,715,projection,1
3.0,1.0,3.0,715,projection,5
3.0,1.0,4.0,715,projection,5
3.0,1.0,5.0,715,projection,1
3.0,1.0,6.0,715,projection,1
3.0,1.0,7.0,715,projection,5
3.0,1.0,8.0,715,projection,1
3.0,1.0,9.0,715,projection,4
3.0,1.0,10.0,715,projection,4
3.0,1.0,11.0,715,projection,4
3.0,2.0,1.0,715,projection,12
3.0,2.0,2.0,715,projection,1
3.0,2.0,3.0,715,projection,11
3.0,2.0,4.0,715,projection,11
3.0,2.0,5.0,715,projection,11
3.0,2.0,6.0,715,projection,11
3.0,2.0,7.0,715,projection,11
3.0,2.0,8.0,715,projection,2
3.0,2.0,9.0,715,projection,6
3.0,2.0,10.0,715,projection,6
3.0,2.0,11.0,715,projection,11
3.0,3.0,1.0,715,projection,5
3.0,3.0,2.0,715,projection,1
3.0,3.0,3.0,715,projection,5
3.0,3.0,4.0,715,projection,5
3.0,3.0,5.0,715,projection,5
3.0,3.0,6.0,715,projection,2
3.0,3.0,7.0,715,projection,7
3.0,3.0,8.0,715,projection,2
3.0,3.0,9.0,715,projection,1
3.0,3.0,10.0,715,projection,6
3.0,3.0,11.0,715,projection,4
3.0,4.0,1.0,715,projection,12
3.0,4.0,2.0,715,projection,1
3.0,4.0,3.0,715,projection,11
3.0,4.0,4.0,715,projection,11
3.0,4.0,5.0,715,projection,11
3.0,4.0,6.0,715,projection,11
3.0,4.0,7.0,715,projection,11
3.0,4.0,8.0,715,projection,11
3.0,4.0,9.0,715,projection,11
3.0,4.0,10.0,715,projection,11
3.0,4.0,11.0,715,projection,11
3.0,5.0,1.0,715,projection,12
3.0,5.0,2.0,715,projection,1
3.0,5.0,3.0,715,projection,11
3.0,5.0,4.0,715,projection,11
3.0,5.0,5.0,715,projection,11
3.0,5.0,6.0,715,projection,11
3.0,5.0,7.0,715,projection,11
3.0,5.0,8.0,715,projection,11
3.0,5.0,9.0,715,projection,11
3.0,5.0,10.0,715,projection,6
3.0,5.0,11.0,715,projection,11
4.0,1.0,1.0,715,projection,5
4.0,1.0,2.0,715,projection,1
4.0,1.0,3.0,715,projection,5
4.0,1.0,4.0,715,projection,5
4.0,1.0,5.0,715,projection,1
4.0,1.0,6.0,715,projection,1
4.0,1.0,7.0,715,projection,5
4.0,1.0,8.0,715,projection,1
4.0,1.0,9.0,715,projection,4
4.0,1.0,10.0,715,projection,4
4.0,1.0,11.0,715,projection,4
4.0,2.0,1.0,715,projection,12
4.0,2.0,2.0,715,projection,1
4.0,2.0,3.0,715,projection,11
4.0,2.0,4.0,715,projection,11
4.0,2.0,5.0,715,projection,11
4.0,2.0,6.0,715,projection,11
4.0,2.0,7.0,715,projection,11
4.0,2.0,8.0,715,projection,2
4.0,2.0,9.0,715,projection,6
4.0,2.0,10.0,715,projection,6
4.0,2.0,11.0,715,projection,11
4.0,3.0,1.0,715,projection,5
4.0,3.0,2.0,715,projection,1
4.0,3.0,3.0,715,projection,5
4.0,3.0,4.0,715,projection,5
4.0,3.0,5.0,715,projection,5
4.0,3.0,6.0,715,projection,2
4.0,3.0,7.0,715,projection,7
4.0,3.0,8.0,715,projection,2
4.0,3.0,9.0,715,projection,1
4.0,3.0,10.0,715,projection,6
4.0,3.0,11.0,715,projection,4
4.0,4.0,1.0,715,projection,12
4.0,4.0,2.0,715,projection,1
4.0,4.0,3.0,715,projection,11
4.0,4.0,4.0,715,projection,11
4.0,4.0,5.0,715,projection,11
4.0,4.0,6.0,715,projection,11
4.0,4.0,7.0,715,projection,11
4.0,4.0,8.0,715,projection,11
4.0,4.0,9.0,715,projection,11
4.0,4.0,10.0,715,projection,11
4.0,4.0,11.0,715,projection,11
4.0,5.0,1.0,715,projection,12
4.0,5.0,2.0,715,projection,1
4.0,5.0,3.0,715,projection,11
4.0,5.0,4.0,715,projection,11
4.0,5.0,5.0,715,projection,11
4.0,5.0,6.0,715,projection,11
4.0,5.0,7.0,715,projection,11
4.0,5.0,8.0,715,projection,11
4.0,5.0,9.0,715,projection,11
4.0,5.0,10.0,715,projection,6
4.0,5.0,11.0,715,projection,11
5.0,1.0,1.0,715,projection,5
5.0,1.0,2.0,715,projection,1
5.0,1.0,3.0,715,projection,5
5.0,1.0,4.0,715,projection,5
5.0,1.0,5.0,715,projection,1
5.0,1.0,6.0,715,projection,1
5.0,1.0,7.0,715,projection,5
5.0,1.0,8.0,715,projection,1
5.0,1.0,9.0,715,projection,4
5.0,1.0,10.0,715,projection,4
5.0,1.0,11.0,715,projection,4
5.0,2.0,1.0,715,projection,12
5.0,2.0,2.0,715,projection,1
5.0,2.0,3.0,715,projection,11
5.0,2.0,4.0,715,projection,11
5.0,2.0,5.0,715,projection,11
5.0,2.0,6.0,715,projection,11
5.0,2.0,7.0,715,projection,11
5.0,2.0,8.0,715,projection,2
5.0,2.0,9.0,715,projection,6
5.0,2.0,10.0,715,projection,6
5.0,2.0,11.0,715,projection,11
5.0,3.0,1.0,715,projection,5
5.0,3.0,2.0,715,projection,1
5.0,3.0,3.0,715,projection,5
5.0,3.0,4.0,715,projection,5
5.0,3.0,5.0,715,projection,5
5.0,3.0,6.0,715,projection,2
5.0,3.0,7.0,715,projection,7
