1.0,1.0,1.0,715,param,3
1.0,1.0,2.0,715,param,1
1.0,1.0,3.0,715,param,3
1.0,1.0,4.0,715,param,3
1.0,1.0,5.0,715,param,1
1.0,1.0,6.0,715,param,1
1.0,1.0,7.0,715,param,1
1.0,1.0,8.0,715,param,1
1.0,1.0,9.0,715,param,1
1.0,1.0,10.0,715,param,1
1.0,1.0,11.0,715,param,2
1.0,2.0,1.0,715,param,4
1.0,2.0,2.0,715,param,1
1.0,2.0,3.0,715,param,4
1.0,2.0,4.0,715,param,4
1.0,2.0,5.0,715,param,4
1.0,2.0,6.0,715,param,4
1.0,2.0,7.0,715,param,4
1.0,2.0,8.0,715,param,1
1.0,2.0,9.0,715,param,1
1.0,2.0,10.0,715,param,1
1.0,2.0,11.0,715,param,3
1.0,3.0,1.0,715,param,4
1.0,3.0,2.0,715,param,1
1.0,3.0,3.0,715,param,4
1.0,3.0,4.0,715,param,4
1.0,3.0,5.0,715,param,4
1.0,3.0,6.0,715,param,4
1.0,3.0,7.0,715,param,1
1.0,3.0,8.0,715,param,1
1.0,3.0,9.0,715,param,1
1.0,3.0,10.0,715,param,2
1.0,3.0,11.0,715,param,3
1.0,4.0,1.0,715,param,1
1.0,4.0,2.0,715,param,1
1.0,4.0,3.0,715,param,1
1.0,4.0,4.0,715,param,1
1.0,4.0,5.0,715,param,1
1.0,4.0,6.0,715,param,1
1.0,4.0,7.0,715,param,1
1.0,4.0,8.0,715,param,1
1.0,4.0,9.0,715,param,1
1.0,4.0,10.0,715,param,1
1.0,4.0,11.0,715,param,1
1.0,5.0,1.0,715,param,1
1.0,5.0,2.0,715,param,1
1.0,5.0,3.0,715,param,1
1.0,5.0,4.0,715,param,1
1.0,5.0,5.0,715,param,1
1.0,5.0,6.0,715,param,1
1.0,5.0,7.0,715,param,1
1.0,5.0,8.0,715,param,1
1.0,5.0,9.0,715,param,1
1.0,5.0,10.0,715,param,1
1.0,5.0,11.0,715,param,1
2.0,1.0,1.0,715,param,5
2.0,1.0,2.0,715,param,1
2.0,1.0,3.0,715,param,5
2.0,1.0,4.0,715,param,5
2.0,1.0,5.0,715,param,1
2.0,1.0,6.0,715,param,1
2.0,1.0,7.0,715,param,5
2.0,1.0,8.0,715,param,1
2.0,1.0,9.0,715,param,4
2.0,1.0,10.0,715,param,4
2.0,1.0,11.0,715,param,4
2.0,2.0,1.0,715,param,12
2.0,2.0,2.0,715,param,1
2.0,2.0,3.0,715,param,11
2.0,2.0,4.0,715,param,11
2.0,2.0,5.0,715,param,11
2.0,2.0,6.0,715,param,11
2.0,2.0,7.0,715,param,11
2.0,2.0,8.0,715,param,2
2.0,2.0,9.0,715,param,6
2.0,2.0,10.0,715,param,6
2.0,2.0,11.0,715,param,11
2.0,3.0,1.0,715,param,5
2.0,3.0,2.0,715,param,1
2.0,3.0,3.0,715,param,5
2.0,3.0,4.0,715,param,5
2.0,3.0,5.0,715,param,5
2.0,3.0,6.0,715,param,2
2.0,3.0,7.0,715,param,7
2.0,3.0,8.0,715,param,2
2.0,3.0,9.0,715,param,1
2.0,3.0,10.0,715,param,6
2.0,3.0,11.0,715,param,4
2.0,4.0,1.0,715,param,12
2.0,4.0,2.0,715,param,1
2.0,4.0,3.0,715,param,11
2.0,4.0,4.0,715,param,11
2.0,4.0,5.0,715,param,11
2.0,4.0,6.0,715,param,11
2.0,4.0,7.0,715,param,11
2.0,4.0,8.0,715,param,11
2.0,4.0,9.0,715,param,11
2.0,4.0,10.0,715,param,11
2.0,4.0,11.0,715,param,11
2.0,5.0,1.0,715,param,12
2.0,5.0,2.0,715,param,1
2.0,5.0,3.0,715,param,11
2.0,5.0,4.0,715,param,11
2.0,5.0,5.0,715,param,11
2.0,5.0,6.0,715,param,11
2.0,5.0,7.0,715,param,11
2.0,5.0,8.0,715,param,11
2.0,5.0,9.0,715,param,11
2.0,5.0,10.0,715,param,6
2.0,5.0,11.0,715,param,11
3.0,1.0,1.0,715,param,5
3.0,1.0,2.0,715,param,1
3.0,1.0,3.0,715,param,5
3.0,1.0,4.0,715,param,5
3.0,1.0,5.0,715,param,1
3.0,1.0,6.0,715,param,1
3.0,1.0,7.0,715,param,5
3.0,1.0,8.0,715,param,1
3.0,1.0,9.0,715,param,4
3.0,1.0,10.0,715,param,4
3.0,1.0,11.0,715,param,4
3.0,2.0,1.0,715,param,12
3.0,2.0,2.0,715,param,1
3.0,2.0,3.0,715,param,11
3.0,2.0,4.0,715,param,11
3.0,2.0,5.0,715,param,11
3.0,2.0,6.0,715,param,11
3.0,2.0,7.0,715,param,11
3.0,2.0,8.0,715,param,2
3.0,2.0,9.0,715,param,6
3.0,2.0,10.0,715,param,6
3.0,2.0,11.0,715,param,11
