,q size,pf,block clean threshold,weighting schema,matching threshold,stop count,av sim,sim q1,sim q2,sim q3,f-score
322,5,1,0.05,0,0.65,172505,0.1798,0.05263,0.09091,0.16667,0.9544
323,5,1,0.05,0,0.95,172505,0.1798,0.05263,0.09091,0.16667,0.78195
324,5,1,0.05,1,0.05,236923,0.16559,0.05882,0.1,0.16667,0.24745
325,5,1,0.05,1,0.35,236923,0.16559,0.05882,0.1,0.16667,0.50968
326,5,1,0.05,1,0.65,236923,0.16559,0.05882,0.1,0.16667,0.95008
327,5,1,0.05,1,0.95,236923,0.16559,0.05882,0.1,0.16667,0.78261
328,5,1,0.05,2,0.05,253622,0.16327,0.05882,0.1,0.16667,0.22518
329,5,1,0.05,2,0.35,253622,0.16327,0.05882,0.1,0.16667,0.48763
330,5,1,0.05,2,0.65,253622,0.16327,0.05882,0.1,0.16667,0.9504
331,5,1,0.05,2,0.95,253622,0.16327,0.05882,0.1,0.16667,0.78327
332,5,1,0.05,3,0.05,199396,0.18255,0.06667,0.11111,0.1875,0.23808
333,5,1,0.05,3,0.35,199396,0.18255,0.06667,0.11111,0.1875,0.51588
334,5,1,0.05,3,0.65,199396,0.18255,0.06667,0.11111,0.1875,0.95102
335,5,1,0.05,3,0.95,199396,0.18255,0.06667,0.11111,0.1875,0.78327
336,5,1,0.35,0,0.05,8089,0.93976,1.0,1.0,1.0,0.74234
337,5,1,0.35,0,0.35,8089,0.93976,1.0,1.0,1.0,0.74646
338,5,1,0.35,0,0.65,8089,0.93976,1.0,1.0,1.0,0.74664
339,5,1,0.35,0,0.95,8089,0.93976,1.0,1.0,1.0,0.55443
340,5,1,0.35,1,0.05,7871,0.91756,1.0,1.0,1.0,0.70681
341,5,1,0.35,1,0.35,7871,0.91756,1.0,1.0,1.0,0.71323
342,5,1,0.35,1,0.65,7871,0.91756,1.0,1.0,1.0,0.71506
343,5,1,0.35,1,0.95,7871,0.91756,1.0,1.0,1.0,0.52422
344,5,1,0.35,2,0.05,8788,0.91262,1.0,1.0,1.0,0.75838
345,5,1,0.35,2,0.35,8788,0.91262,1.0,1.0,1.0,0.76764
346,5,1,0.35,2,0.65,8788,0.91262,1.0,1.0,1.0,0.76978
347,5,1,0.35,2,0.95,8788,0.91262,1.0,1.0,1.0,0.57528
348,5,1,0.35,3,0.05,11121,0.95333,1.0,1.0,1.0,0.90336
349,5,1,0.35,3,0.35,11121,0.95333,1.0,1.0,1.0,0.91091
350,5,1,0.35,3,0.65,11121,0.95333,1.0,1.0,1.0,0.91665
351,5,1,0.35,3,0.95,11121,0.95333,1.0,1.0,1.0,0.7255
352,5,1,0.65,0,0.05,2543,0.9614,1.0,1.0,1.0,0.33133
353,5,1,0.65,0,0.35,2543,0.9614,1.0,1.0,1.0,0.33133
354,5,1,0.65,0,0.65,2543,0.9614,1.0,1.0,1.0,0.32883
355,5,1,0.65,0,0.95,2543,0.9614,1.0,1.0,1.0,0.22364
356,5,1,0.65,1,0.05,2543,0.9614,1.0,1.0,1.0,0.33133
357,5,1,0.65,1,0.35,2543,0.9614,1.0,1.0,1.0,0.33133
358,5,1,0.65,1,0.65,2543,0.9614,1.0,1.0,1.0,0.32883
359,5,1,0.65,1,0.95,2543,0.9614,1.0,1.0,1.0,0.22364
360,5,1,0.65,2,0.05,3048,0.96551,1.0,1.0,1.0,0.38109
361,5,1,0.65,2,0.35,3048,0.96551,1.0,1.0,1.0,0.38109
362,5,1,0.65,2,0.65,3048,0.96551,1.0,1.0,1.0,0.37873
363,5,1,0.65,2,0.95,3048,0.96551,1.0,1.0,1.0,0.25978
364,5,1,0.65,3,0.05,5966,0.99059,1.0,1.0,1.0,0.65274
365,5,1,0.65,3,0.35,5966,0.99059,1.0,1.0,1.0,0.65274
366,5,1,0.65,3,0.65,5966,0.99059,1.0,1.0,1.0,0.65171
367,5,1,0.65,3,0.95,5966,0.99059,1.0,1.0,1.0,0.50989
368,5,1,0.95,0,0.05,410,0.95719,1.0,1.0,1.0,0.06187
369,5,1,0.95,0,0.35,410,0.95719,1.0,1.0,1.0,0.06187
370,5,1,0.95,0,0.65,410,0.95719,1.0,1.0,1.0,0.06102
371,5,1,0.95,0,0.95,410,0.95719,1.0,1.0,1.0,0.03621
372,5,1,0.95,1,0.05,410,0.95719,1.0,1.0,1.0,0.06187
373,5,1,0.95,1,0.35,410,0.95719,1.0,1.0,1.0,0.06187
374,5,1,0.95,1,0.65,410,0.95719,1.0,1.0,1.0,0.06102
375,5,1,0.95,1,0.95,410,0.95719,1.0,1.0,1.0,0.03621
376,5,1,0.95,2,0.05,460,0.96294,1.0,1.0,1.0,0.07112
377,5,1,0.95,2,0.35,460,0.96294,1.0,1.0,1.0,0.07112
378,5,1,0.95,2,0.65,460,0.96294,1.0,1.0,1.0,0.07028
379,5,1,0.95,2,0.95,460,0.96294,1.0,1.0,1.0,0.04397
380,5,1,0.95,3,0.05,887,0.99012,1.0,1.0,1.0,0.13109
381,5,1,0.95,3,0.35,887,0.99012,1.0,1.0,1.0,0.13109
382,5,1,0.95,3,0.65,887,0.99012,1.0,1.0,1.0,0.1303
383,5,1,0.95,3,0.95,887,0.99012,1.0,1.0,1.0,0.09262
